Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	2	3	4	5	Type	Length	Check_gene
20	105	NM_001355008	-	33703166	33865925	33703235	33734722	15	33703166,33706400,33711692,33714053,33719444,33722540,33725682,33730175,33732781,33734627,33753589,33805614,33823883,33859807,33865848,	33703736,33706522,33711837,33714178,33719586,33722752,33725808,33730281,33732821,33734738,33753674,33805864,33823994,33859948,33865925,	0	MMP24-AS1-EDEM2	cmpl	cmpl	0,1,0,1,0,1,1,0,2,0,-1,-1,-1,-1,-1,	CNVR_103	33734877	33764874	734	367			731	3			Gain	29998	Has_gene
20	842	NM_006404	+	33759874	33765165	33759957	33764616	4	33759874,33762504,33763970,33764500,	33760027,33762756,33764249,33765165,	0	PROCR	cmpl	cmpl	0,1,1,1,	CNVR_103	33734877	33764874	734	367			731	3			Gain	29998	Has_gene
20	105	NM_001355008	-	33703166	33865925	33703235	33734722	15	33703166,33706400,33711692,33714053,33719444,33722540,33725682,33730175,33732781,33734627,33753589,33805614,33823883,33859807,33865848,	33703736,33706522,33711837,33714178,33719586,33722752,33725808,33730281,33732821,33734738,33753674,33805864,33823994,33859948,33865925,	0	MMP24-AS1-EDEM2	cmpl	cmpl	0,1,0,1,0,1,1,0,2,0,-1,-1,-1,-1,-1,	CNVR_104	33805364	33862823	734	367		3	731				Loss	57460	Has_gene
20	105	NM_006690	+	33814492	33864801	33814541	33862412	9	33814492,33834642,33839707,33842252,33851593,33855007,33857562,33859371,33862074,	33814787,33834791,33839824,33842557,33851755,33855222,33857701,33859638,33864801,	0	MMP24	cmpl	cmpl	0,0,2,2,1,1,0,1,1,	CNVR_104	33805364	33862823	734	367		3	731				Loss	57460	Has_gene
20	105	NM_199487	-	33890368	33999945	33891737	33999766	9	33890368,33894468,33934966,33954359,33961986,33969720,33971840,33981894,33999742,	33891872,33894582,33935075,33954417,33962059,33969828,33971936,33981999,33999945,	0	UQCC1	cmpl	cmpl	0,0,2,1,0,0,0,0,0,	CNVR_105	33954109	33969969	367	367		1	366				Loss	15861	Has_gene
20	845	NM_001145350	-	34114806	34117481	34116086	34117202	6	34114806,34116061,34116279,34116529,34116893,34117387,	34115078,34116113,34116373,34116708,34117253,34117481,	0	C20orf173	cmpl	cmpl	-1,0,2,0,0,-1,	CNVR_106	34115811	34117300	367	367	8		355			4	Loss	1490	Has_gene
20	846	NM_001198863	-	34213965	34252822	34214162	34220845	16	34213965,34214488,34215201,34218360,34218662,34218822,34219035,34219189,34219413,34219609,34219866,34220084,34220232,34220438,34220716,34252723,	34214303,34214722,34215335,34218412,34218717,34218956,34219095,34219276,34219500,34219699,34219947,34220156,34220307,34220618,34220845,34252822,	0	CPNE1	cmpl	cmpl	0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,-1,	CNVR_107	34240096	34243516	367	367			366	1			Gain	3421	Has_gene
20	846	NM_006047	-	34236846	34252822	34240445	34243244	3	34236846,34246851,34252681,	34243266,34246936,34252822,	0	RBM12	cmpl	cmpl	0,-1,-1,	CNVR_107	34240096	34243516	367	367			366	1			Gain	3421	Has_gene
20	846	NM_080748	+	34287326	34288902	34287554	34288828	3	34287326,34287554,34288719,	34287378,34287685,34288902,	0	ROMO1	cmpl	cmpl	-1,0,2,	CNVR_108	34287301	34287935	367	367		6	361				Loss	635	Has_gene
20	846	NR_040724	-	34289268	34330182	34330182	34330182	18	34289268,34292589,34293146,34295041,34297145,34300940,34302106,34304661,34309661,34312491,34312959,34317233,34317383,34319862,34326889,34328446,34328745,34329862,	34292503,34292668,34293252,34295123,34297178,34301018,34302311,34304727,34309799,34312644,34313077,34317287,34317449,34320057,34326939,34328519,34328809,34330182,	0	RBM39	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_109	34292908	34297394	734	367		3	731				Loss	4487	Has_gene
20	846	NR_040724	-	34289268	34330182	34330182	34330182	18	34289268,34292589,34293146,34295041,34297145,34300940,34302106,34304661,34309661,34312491,34312959,34317233,34317383,34319862,34326889,34328446,34328745,34329862,	34292503,34292668,34293252,34295123,34297178,34301018,34302311,34304727,34309799,34312644,34313077,34317287,34317449,34320057,34326939,34328519,34328809,34330182,	0	RBM39	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_110	34304411	34317699	367	367		1	365	1			Mixed	13289	Has_gene
20	846	NR_040724	-	34289268	34330182	34330182	34330182	18	34289268,34292589,34293146,34295041,34297145,34300940,34302106,34304661,34309661,34312491,34312959,34317233,34317383,34319862,34326889,34328446,34328745,34329862,	34292503,34292668,34293252,34295123,34297178,34301018,34302311,34304727,34309799,34312644,34313077,34317287,34317449,34320057,34326939,34328519,34328809,34330182,	0	RBM39	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_111	34328196	34329059	367	367		2	365				Loss	864	Has_gene
20	105	NM_016436	+	34359936	34538292	34389444	34535549	18	34359936,34389412,34430494,34435271,34446223,34450934,34457359,34458876,34459571,34487291,34501170,34501954,34505405,34515701,34519170,34526618,34528785,34535406,	34360001,34389527,34430666,34435356,34446303,34451322,34457473,34459056,34459751,34487570,34501269,34502119,34505584,34515801,34519366,34527030,34528969,34538292,	0	PHF20	cmpl	cmpl	-1,0,2,0,1,0,1,1,1,1,1,1,1,0,1,2,0,1,	CNVR_112	34389662	34459306	734	367		3	731				Loss	69645	Has_gene
20	106	NM_001042486	+	35089870	35157036	35128623	35155434	7	35089870,35125107,35127990,35128601,35152652,35154253,35155215,	35089913,35125469,35128079,35129014,35152744,35154409,35157036,	0	DLGAP4	cmpl	cmpl	-1,-1,-1,0,1,0,0,	CNVR_113	35091056	35091252	367	367	2	1	364				Loss	197	Has_gene
20	854	NM_032013	-	35280173	35374493	35281922	35350138	16	35280173,35284762,35284899,35288739,35293448,35293638,35294691,35299743,35309218,35310920,35312815,35315894,35317081,35335374,35350081,35374447,	35282104,35284814,35284935,35288787,35293500,35293704,35294795,35299800,35309305,35310981,35312878,35316015,35317187,35335410,35350186,35374493,	0	NDRG3	cmpl	cmpl	1,0,0,0,2,2,0,0,0,2,2,1,0,0,0,-1,	CNVR_114	35293198	35400126	1101	367		6	1095				Loss	106929	Has_gene
20	106	NM_001145316	-	35380193	35402154	35381190	35399861	11	35380193,35383165,35384084,35386489,35386960,35390863,35395171,35396371,35399275,35399827,35401796,	35381300,35383253,35384232,35386564,35387020,35390951,35395244,35396445,35399596,35399876,35402154,	0	DSN1	cmpl	cmpl	1,0,2,2,2,1,0,1,1,0,-1,	CNVR_114	35293198	35400126	1101	367		6	1095				Loss	106929	Has_gene
20	855	NM_199181	-	35405844	35488276	35406176	35467817	15	35405844,35422777,35425284,35425904,35431258,35433137,35434255,35436915,35438384,35441106,35443528,35445809,35457456,35467619,35487976,	35406234,35423002,35425355,35425976,35431510,35433305,35434360,35437146,35438510,35441247,35444710,35445872,35457615,35467844,35488276,	0	SOGA1	cmpl	cmpl	2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,	CNVR_115	35440856	35467868	1101	367		2	1095	4			Mixed	27013	Has_gene
20	106	NM_080628	+	35504540	35522634	35504577	35517789	7	35504540,35506301,35507443,35509057,35515857,35517653,35521264,	35504610,35506457,35507596,35509153,35515931,35517806,35522634,	0	TLDC2	cmpl	cmpl	0,0,0,0,0,2,-1,	CNVR_116	35520992	35575389	1101	367		6	1095				Loss	54398	Has_gene
20	856	NM_001363733	-	35521095	35580111	35522308	35580046	16	35521095,35526224,35526842,35532559,35533766,35539620,35540863,35545124,35545351,35547766,35555584,35559162,35563431,35569441,35575140,35579838,	35522332,35526362,35526947,35532652,35533906,35539736,35540955,35545233,35545452,35547922,35555655,35559278,35563592,35569514,35575207,35580111,	0	SAMHD1	cmpl	cmpl	0,0,0,0,1,2,0,2,0,0,1,2,0,2,1,0,	CNVR_116	35520992	35575389	1101	367		6	1095				Loss	54398	Has_gene
20	13	NM_183404	-	35631976	35724400	35632095	35724331	21	35631976,35635813,35646681,35649061,35651052,35661067,35663644,35668555,35672488,35675455,35683955,35684548,35689505,35690486,35693826,35695126,35695395,35695635,35696388,35717391,35724175,	35632269,35635962,35646772,35649133,35651229,35661279,35663911,35668688,35672653,35675593,35684059,35684661,35689672,35690673,35693876,35695287,35695524,35695700,35696589,35717525,35724400,	0	RBL1	cmpl	cmpl	0,1,0,0,0,1,1,0,0,0,1,2,0,2,0,1,1,2,2,0,0,	CNVR_117	35635563	35724424	2936	367		18	2908	10			Mixed	88862	Has_gene
20	107	NM_152503	-	35729571	35807951	35731089	35807883	25	35729571,35731066,35737001,35738658,35740726,35742392,35743575,35748100,35748906,35749301,35752011,35757434,35766212,35769564,35772119,35776176,35783465,35786262,35787294,35788499,35796523,35800314,35802397,35807625,35807790,	35729821,35731238,35737067,35738758,35740849,35742548,35743740,35748241,35749021,35749439,35752202,35757570,35766373,35769717,35772244,35776312,35783570,35786358,35787439,35788579,35796646,35800460,35802519,35807790,35807951,	0	MROH8	cmpl	cmpl	-1,1,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,2,0,0,1,2,2,0,	CNVR_118	35730816	35813026	90649	367	33946	1	56701	1			Mixed	82211	Has_gene
20	858	NM_002951	+	35807732	35870022	35807759	35869718	17	35807732,35812582,35826799,35827452,35832287,35833169,35835675,35838449,35842162,35852280,35854090,35856952,35858375,35860698,35862422,35864982,35869705,	35807772,35812776,35826895,35827628,35832363,35833304,35835852,35838568,35842268,35852372,35854205,35857147,35858462,35860794,35862498,35865112,35870022,	0	RPN2	cmpl	cmpl	0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,1,2,	CNVR_118	35730816	35813026	90649	367	33946	1	56701	1			Mixed	82211	Has_gene
20	858	NM_002951	+	35807732	35870022	35807759	35869718	17	35807732,35812582,35826799,35827452,35832287,35833169,35835675,35838449,35842162,35852280,35854090,35856952,35858375,35860698,35862422,35864982,35869705,	35807772,35812776,35826895,35827628,35832363,35833304,35835852,35838568,35842268,35852372,35854205,35857147,35858462,35860794,35862498,35865112,35870022,	0	RPN2	cmpl	cmpl	0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,1,2,	CNVR_119	35828599	35829098	367	367	9		358				Loss	500	Has_gene
20	860	NM_181689	+	36149651	36152090	36149733	36151161	2	36149651,36151068,	36149805,36152090,	0	NNAT	cmpl	cmpl	0,0,	CNVR_120	36150955	36151454	367	367		3	364				Loss	500	Has_gene
20	865	NM_001323316	-	36755786	36794910	36758620	36793600	14	36755786,36759494,36760741,36766514,36767813,36769683,36770465,36775118,36776362,36779340,36784248,36789821,36793590,36794836,	36758771,36759631,36760902,36766787,36768056,36769787,36770601,36775296,36776491,36779459,36784491,36790001,36793670,36794910,	0	TGM2	cmpl	cmpl	2,0,1,1,1,2,1,0,0,1,1,1,0,-1,	CNVR_121	36770715	36776741	367	367		3	364				Loss	6027	Has_gene
20	868	NM_020336	+	37101485	37207501	37117075	37203610	30	37101485,37117045,37121572,37125995,37128089,37137719,37144834,37146148,37146426,37150139,37153420,37154046,37154537,37159809,37161372,37163716,37168418,37169683,37174885,37177331,37179713,37182509,37186937,37191174,37194001,37195738,37198530,37199411,37202792,37203416,	37101712,37117261,37121775,37126159,37128276,37137851,37145013,37146297,37146643,37150341,37153588,37154161,37154685,37159874,37161502,37163850,37168601,37169835,37175073,37177438,37179866,37182719,37187096,37191340,37194121,37195875,37198639,37199490,37202941,37207501,	0	RALGAPB	cmpl	cmpl	-1,0,0,2,1,2,2,1,0,1,2,2,0,1,0,1,0,0,2,1,0,0,0,0,1,1,0,1,2,1,	CNVR_122	37121322	37122025	367	367		1	366				Loss	704	Has_gene
20	868	NM_020336	+	37101485	37207501	37117075	37203610	30	37101485,37117045,37121572,37125995,37128089,37137719,37144834,37146148,37146426,37150139,37153420,37154046,37154537,37159809,37161372,37163716,37168418,37169683,37174885,37177331,37179713,37182509,37186937,37191174,37194001,37195738,37198530,37199411,37202792,37203416,	37101712,37117261,37121775,37126159,37128276,37137851,37145013,37146297,37146643,37150341,37153588,37154161,37154685,37159874,37161502,37163850,37168601,37169835,37175073,37177438,37179866,37182719,37187096,37191340,37194121,37195875,37198639,37199490,37202941,37207501,	0	RALGAPB	cmpl	cmpl	-1,0,0,2,1,2,2,1,0,1,2,2,0,1,0,1,0,0,2,1,0,0,0,0,1,1,0,1,2,1,	CNVR_123	37193748	37196125	367	367		1	366				Loss	2378	Has_gene
20	108	NM_001172735	+	37434339	37551667	37464568	37547309	10	37434339,37464467,37518237,37524207,37529223,37531310,37535621,37536448,37536670,37546799,	37434435,37464818,37518308,37524353,37529327,37531435,37535697,37536578,37536836,37551667,	0	PPP1R16B	cmpl	cmpl	-1,0,1,0,2,1,0,1,2,0,	CNVR_124	37464217	37465068	367	367	2		365				Loss	852	Has_gene
20	110	NM_003286	+	39657461	39753126	39657707	39751937	21	39657461,39658070,39690033,39704810,39706221,39708724,39709804,39713101,39721111,39725859,39726854,39728695,39729848,39741421,39742609,39744010,39744917,39746808,39750335,39750645,39751834,	39657740,39658095,39690130,39704934,39706277,39708820,39709880,39713208,39721227,39725981,39726977,39728883,39729993,39741565,39742795,39744079,39745032,39746936,39750430,39750795,39753126,	0	TOP1	cmpl	cmpl	0,0,1,2,0,2,2,0,2,1,0,0,2,0,0,0,0,1,0,2,2,	CNVR_125	39657711	39658345	367	367	5		362				Loss	635	Has_gene
20	110	NM_003286	+	39657461	39753126	39657707	39751937	21	39657461,39658070,39690033,39704810,39706221,39708724,39709804,39713101,39721111,39725859,39726854,39728695,39729848,39741421,39742609,39744010,39744917,39746808,39750335,39750645,39751834,	39657740,39658095,39690130,39704934,39706277,39708820,39709880,39713208,39721227,39725981,39726977,39728883,39729993,39741565,39742795,39744079,39745032,39746936,39750430,39750795,39753126,	0	TOP1	cmpl	cmpl	0,0,1,2,0,2,2,0,2,1,0,0,2,0,0,0,0,1,0,2,2,	CNVR_126	39704560	39727382	734	367		3	731				Loss	22823	Has_gene
20	888	NR_109889	-	39726633	39766640	39766640	39766640	7	39726633,39729297,39729811,39762126,39763778,39764341,39766353,	39727464,39729432,39729929,39762285,39763932,39764451,39766640,	0	PLCG1-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,	CNVR_126	39704560	39727382	734	367		3	731				Loss	22823	Has_gene
20	110	NM_003286	+	39657461	39753126	39657707	39751937	21	39657461,39658070,39690033,39704810,39706221,39708724,39709804,39713101,39721111,39725859,39726854,39728695,39729848,39741421,39742609,39744010,39744917,39746808,39750335,39750645,39751834,	39657740,39658095,39690130,39704934,39706277,39708820,39709880,39713208,39721227,39725981,39726977,39728883,39729993,39741565,39742795,39744079,39745032,39746936,39750430,39750795,39753126,	0	TOP1	cmpl	cmpl	0,0,1,2,0,2,2,0,2,1,0,0,2,0,0,0,0,1,0,2,2,	CNVR_127	39741171	39752583	367	367		1	366				Loss	11413	Has_gene
20	888	NR_109889	-	39726633	39766640	39766640	39766640	7	39726633,39729297,39729811,39762126,39763778,39764341,39766353,	39727464,39729432,39729929,39762285,39763932,39764451,39766640,	0	PLCG1-AS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,	CNVR_127	39741171	39752583	367	367		1	366				Loss	11413	Has_gene
20	13	NM_007050	-	40701395	41818546	40709518	41818373	31	40701395,40710521,40713321,40714367,40727060,40730763,40733208,40735425,40738972,40743838,40747042,40748574,40757393,40770554,40789991,40827879,40864868,40877326,40911128,40944362,40979267,40980723,41076859,41100905,41306505,41385101,41400074,41408857,41419834,41514446,41818285,	40709572,40710657,40713485,40714493,40727192,40730937,40733358,40735561,40739127,40743955,40747140,40748611,40757470,40770642,40790182,40828028,40864898,40877462,40911165,40944636,40979370,40980925,41076969,41101202,41306799,41385276,41400190,41408939,41420106,41514572,41818546,	0	PTPRT	cmpl	cmpl	0,2,0,0,0,0,0,2,0,0,1,0,1,0,1,2,2,1,0,2,1,0,1,1,1,0,1,0,1,1,0,	CNVR_128	40710271	40790240	9175	367	1563		7612				Loss	79970	Has_gene
20	13	NM_007050	-	40701395	41818546	40709518	41818373	31	40701395,40710521,40713321,40714367,40727060,40730763,40733208,40735425,40738972,40743838,40747042,40748574,40757393,40770554,40789991,40827879,40864868,40877326,40911128,40944362,40979267,40980723,41076859,41100905,41306505,41385101,41400074,41408857,41419834,41514446,41818285,	40709572,40710657,40713485,40714493,40727192,40730937,40733358,40735561,40739127,40743955,40747140,40748611,40757470,40770642,40790182,40828028,40864898,40877462,40911165,40944636,40979370,40980925,41076969,41101202,41306799,41385276,41400190,41408939,41420106,41514572,41818546,	0	PTPRT	cmpl	cmpl	0,2,0,0,0,0,0,2,0,0,1,0,1,0,1,2,2,1,0,2,1,0,1,1,1,0,1,0,1,1,0,	CNVR_129	40910878	41306754	1835	367	857		976	2			Mixed	395877	Has_gene
20	906	NR_034009	+	42086535	42092883	42092883	42092883	7	42086535,42087000,42087792,42088410,42088672,42089154,42089342,	42086780,42087149,42088060,42088535,42088881,42089238,42092883,	0	SRSF6	unk	unk	-1,-1,-1,-1,-1,-1,-1,	CNVR_130	42087542	42088041	367	367	8	1	358				Loss	500	Has_gene
20	906	NM_001377311	+	42136336	42179594	42143304	42176885	21	42136336,42142477,42143274,42143648,42143931,42144732,42157296,42157903,42158923,42159437,42161412,42161981,42162647,42162923,42163467,42164476,42164736,42165048,42168790,42169392,42176750,	42136384,42142701,42143416,42143799,42144055,42144817,42157385,42158008,42159059,42159529,42161564,42162058,42162733,42163034,42163582,42164576,42164934,42165098,42168948,42169455,42179594,	0	L3MBTL1	cmpl	cmpl	-1,-1,0,1,2,0,1,0,0,1,0,2,1,0,0,1,2,2,1,0,0,	CNVR_131	42164992	42165348	367	367		7	360				Loss	357	Has_gene
20	907	NM_001303459	+	42219576	42275939	42223338	42275577	13	42219576,42223332,42225074,42232399,42232822,42233641,42242489,42247579,42249496,42252530,42264565,42265784,42275575,	42219669,42223457,42225162,42232529,42232898,42233713,42242616,42247666,42249565,42252685,42264653,42265893,42275939,	0	IFT52	cmpl	cmpl	-1,0,2,0,1,2,2,0,0,0,2,0,1,	CNVR_132	42223082	42232648	367	367		1	366				Loss	9567	Has_gene
20	907	NM_001303459	+	42219576	42275939	42223338	42275577	13	42219576,42223332,42225074,42232399,42232822,42233641,42242489,42247579,42249496,42252530,42264565,42265784,42275575,	42219669,42223457,42225162,42232529,42232898,42233713,42242616,42247666,42249565,42252685,42264653,42265893,42275939,	0	IFT52	cmpl	cmpl	-1,0,2,0,1,2,2,0,0,0,2,0,1,	CNVR_133	42275325	42275824	367	367		1	366				Loss	500	Has_gene
20	908	NM_001008901	-	42354804	42355642	42354887	42355334	2	42354804,42355055,	42354980,42355642,	0	GTSF1L	cmpl	cmpl	0,0,	CNVR_134	42354554	42355553	367	367		1	366				Loss	1000	Has_gene
20	911	NM_020433	-	42735229	42815828	42743435	42815345	6	42735229,42743421,42744304,42747144,42788257,42814966,	42742143,42743516,42745026,42747263,42789047,42815828,	0	JPH2	cmpl	cmpl	-1,0,1,2,1,0,	CNVR_135	42788507	42789297	734	367	11		723				Loss	791	Has_gene
20	14	NM_001287182	+	42984338	43063235	43019279	43058305	11	42984338,43019097,43034697,43036020,43042333,43043146,43047064,43048360,43052657,43056974,43058162,	42984493,43019319,43034872,43036115,43042440,43043302,43047152,43048516,43052894,43057097,43063235,	0	HNF4A	cmpl	cmpl	-1,0,1,2,1,0,0,1,1,1,1,	CNVR_136	43029628	43031442	734	367	8	3	723				Loss	1815	Has_gene
20	915	NR_132377	-	43340502	43374868	43374868	43374868	5	43340502,43345265,43366151,43367460,43374605,	43340629,43345434,43366211,43367575,43374868,	0	KCNK15-AS1	unk	unk	-1,-1,-1,-1,-1,	CNVR_137	43374755	43379518	367	367		1	366				Loss	4764	Has_gene
20	915	NM_022358	+	43374505	43380954	43374551	43379479	2	43374505,43378769,	43374834,43380954,	0	KCNK15	cmpl	cmpl	0,1,	CNVR_137	43374755	43379518	367	367		1	366				Loss	4764	Has_gene
20	114	NM_003404	+	43514345	43537173	43530174	43535079	7	43514345,43516288,43530171,43532633,43533608,43534641,43535022,	43514527,43516383,43530474,43532757,43533772,43534737,43537173,	0	YWHAB	cmpl	cmpl	-1,-1,0,0,1,0,0,	CNVR_138	43532383	43533007	367	367		1	366				Loss	625	Has_gene
20	917	NR_038341	-	43592439	43595099	43595099	43595099	3	43592439,43594202,43594757,	43594089,43594326,43595099,	0	STK4-AS1	unk	unk	-1,-1,-1,	CNVR_139	43595042	43616187	1101	367		7	1094				Loss	21146	Has_gene
20	114	NM_006282	+	43595152	43708662	43595209	43703817	11	43595152,43600718,43607083,43610469,43615772,43623730,43625809,43629032,43629807,43653613,43703658,	43595244,43600799,43607212,43610584,43615937,43623898,43625947,43629161,43629994,43653771,43708662,	0	STK4	cmpl	cmpl	0,2,2,2,0,0,0,0,0,1,0,	CNVR_139	43595042	43616187	1101	367		7	1094				Loss	21146	Has_gene
20	114	NM_006282	+	43595152	43708662	43595209	43703817	11	43595152,43600718,43607083,43610469,43615772,43623730,43625809,43629032,43629807,43653613,43703658,	43595244,43600799,43607212,43610584,43615937,43623898,43625947,43629161,43629994,43653771,43708662,	0	STK4	cmpl	cmpl	0,2,2,2,0,0,0,0,0,1,0,	CNVR_140	43681476	43681975	367	367	9		358				Loss	500	Has_gene
20	918	NM_002251	-	43719854	43729768	43723510	43727877	5	43719854,43726302,43727801,43728800,43729561,	43723981,43727336,43727880,43729002,43729768,	0	KCNS1	cmpl	cmpl	0,1,0,-1,-1,	CNVR_141	43727569	43728068	367	367	1		366				Loss	500	Has_gene
20	919	NM_003007	+	43835673	43838409	43835694	43837327	3	43835673,43836014,43838241,	43835770,43837371,43838409,	0	SEMG1	cmpl	cmpl	0,1,-1,	CNVR_142	43835423	43852227	734	367		5	729				Loss	16805	Has_gene
20	919	NM_003008	+	43850013	43853099	43850030	43852022	3	43850013,43850349,43852931,	43850106,43852066,43853099,	0	SEMG2	cmpl	cmpl	0,1,-1,	CNVR_142	43835423	43852227	734	367		5	729				Loss	16805	Has_gene
20	920	NM_003833	-	43922085	43937169	43922406	43934222	11	43922085,43922547,43926557,43926809,43929526,43929741,43929960,43932867,43934149,43936814,43937081,	43922465,43922655,43926710,43927223,43929649,43929864,43930083,43933437,43934256,43936937,43937169,	0	MATN4	cmpl	cmpl	1,1,1,1,1,1,1,1,0,-1,-1,	CNVR_143	43926307	43927259	367	367			366			1	Gain	953	Has_gene
20	920	NM_003833	-	43922085	43937169	43922406	43934222	11	43922085,43922547,43926557,43926809,43929526,43929741,43929960,43932867,43934149,43936814,43937081,	43922465,43922655,43926710,43927223,43929649,43929864,43930083,43933437,43934256,43936937,43937169,	0	MATN4	cmpl	cmpl	1,1,1,1,1,1,1,1,0,-1,-1,	CNVR_144	43933899	43934398	367	367	1		366				Loss	500	Has_gene
20	920	NM_001281448	+	43935479	43946464	43935562	43945451	12	43935479,43936782,43938206,43940228,43940478,43940860,43942107,43942674,43943052,43944826,43945116,43945325,	43935584,43936891,43938332,43940299,43940594,43941035,43942245,43942784,43943205,43944982,43945230,43946464,	0	RBPJL	cmpl	cmpl	0,1,2,2,1,0,1,1,0,0,0,0,	CNVR_145	43945278	43945777	367	367	1		366				Loss	500	Has_gene
20	921	NM_080827	-	44162834	44168121	44163105	44168046	3	44162834,44166602,44167955,	44163144,44166733,44168121,	0	WFDC6	cmpl	cmpl	0,1,0,	CNVR_146	44162584	44191108	367	367		2	365				Loss	28525	Has_gene
20	115	NM_001198986	-	44164918	44176040	44166171	44175996	5	44164918,44166602,44171338,44174277,44175905,	44166189,44166733,44171506,44174409,44176040,	0	EPPIN-WFDC6	cmpl	cmpl	0,1,1,1,0,	CNVR_146	44162584	44191108	367	367		2	365				Loss	28525	Has_gene
20	115	NM_001302861	-	44169264	44176040	44171356	44175996	4	44169264,44171338,44174277,44175905,	44170793,44171517,44174409,44176040,	0	EPPIN	cmpl	cmpl	-1,1,1,0,	CNVR_146	44162584	44191108	367	367		2	365				Loss	28525	Has_gene
20	922	NM_181510	-	44179790	44207923	44180664	44207886	7	44179790,44180661,44181774,44184339,44187490,44190748,44207860,	44180251,44180804,44181915,44184507,44187631,44190858,44207923,	0	WFDC8	cmpl	cmpl	-1,1,1,1,1,2,0,	CNVR_146	44162584	44191108	367	367		2	365				Loss	28525	Has_gene
20	923	NM_178455	+	44350985	44354469	44351006	44354274	3	44350985,44352518,44354267,	44351121,44352696,44354469,	0	SPINT4	cmpl	cmpl	0,1,2,	CNVR_147	44350735	44354516	734	367		18	714	2			Mixed	3782	Has_gene
20	924	NM_007019	+	44441282	44445591	44441334	44445406	6	44441282,44442075,44443022,44444179,44444492,44445347,	44441435,44442103,44443109,44444384,44444552,44445591,	0	UBE2C	cmpl	cmpl	0,2,0,0,1,1,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_003279	-	44451854	44455951	44451986	44455887	6	44451854,44452629,44452930,44453133,44453421,44455884,	44452018,44452766,44453045,44453277,44453473,44455951,	0	TNNC2	cmpl	cmpl	1,2,1,1,0,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_152897	+	44462437	44471915	44462558	44470682	5	44462437,44462839,44463597,44469277,44470671,	44462579,44463107,44463755,44469419,44471915,	0	SNX21	cmpl	cmpl	0,0,1,0,1,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_005469	-	44470359	44486031	44470476	44485954	6	44470359,44472165,44472901,44477088,44483797,44485826,	44470595,44472360,44473059,44477314,44483931,44486031,	0	ACOT8	cmpl	cmpl	1,1,2,1,2,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NR_037628	+	44486219	44507769	44507769	44507769	3	44486219,44501309,44505352,	44486619,44501464,44507769,	0	ZSWIM3	unk	unk	-1,-1,-1,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_080603	+	44509865	44513905	44511231	44512689	2	44509865,44511171,	44509900,44513905,	0	ZSWIM1	cmpl	cmpl	-1,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_080608	-	44515129	44516261	44515155	44516229	2	44515129,44516174,	44515784,44516261,	0	SPATA25	cmpl	cmpl	1,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_080749	-	44517110	44519926	44517396	44519630	2	44517110,44518888,	44517512,44519926,	0	NEURL2	cmpl	cmpl	1,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
20	924	NM_001127695	+	44518782	44527458	44520207	44527089	15	44518782,44520207,44520554,44520911,44521036,44521363,44521858,44522626,44523288,44523461,44523632,44525603,44526355,44526643,44527005,	44520064,44520401,44520666,44520962,44521123,44521519,44521950,44522711,44523380,44523540,44523772,44525679,44526445,44526748,44527458,	0	CTSA	cmpl	cmpl	-1,0,2,0,0,0,0,2,0,2,0,2,0,0,0,	CNVR_148	44443778	44534007	734	367			731	3			Gain	90230	Has_gene
