CONTIG	START	END	LOG2_COPY_RATIO
chr20	34781883	34782382	1.022288802
chr20	34782383	34782532	0.435217377
chr20	34783000	34783499	0.832069294
chr20	34785530	34786029	0.879926619
chr20	34786030	34786213	1.592970831
chr20	34797159	34797658	0.950821779
chr20	34797659	34798070	0.690050605
chr20	34799943	34800442	1.054545337
chr20	34802028	34802527	0.899354898
chr20	34806547	34807046	1.122740863
chr20	34807432	34807931	0.992507595
chr20	34809535	34810032	1.066976096
chr20	34810033	34810532	0.940731572
chr20	34817003	34817502	0.863534033
chr20	34827492	34827991	0.997982231
chr20	34827992	34828491	1.03418499
chr20	34828492	34828797	1.349170404
chr20	34832368	34832867	1.064271429
chr20	34832868	34833098	1.17497246
chr20	34843249	34843748	1.006284169
chr20	34843749	34844248	1.995067196
chr20	34995197	34995696	1.298338417
chr20	35059798	35060297	1.124370453
chr20	35060298	35060797	1.006365526
chr20	35060798	35061297	0.920208379
chr20	35064261	35064760	1.143340192
chr20	35067906	35068405	1.008400732
chr20	35070879	35071378	0.996917416
chr20	35074849	35075348	1.065186381
chr20	35075349	35075590	0.761856314
chr20	35090556	35091055	0.887337773
chr20	35091056	35091252	0.827535207
chr20	35124857	35125356	0.975826471
chr20	35125357	35125719	0.537540299
chr20	35127394	35127857	0.666853859
chr20	35127858	35128329	1.105450174
chr20	35128351	35128850	0.791623033
chr20	35128851	35129264	1.104088542
chr20	35152402	35152901	1.059514703
chr20	35154003	35154502	1.159955529
chr20	35154503	35154659	1.550906461
chr20	35154965	35155464	1.02916009
chr20	35155465	35155964	1.395677551
chr20	35173011	35173510	0.983588432
chr20	35173511	35173721	1.000374085
chr20	35176184	35176683	1.028370882
chr20	35176684	35176846	1.342158438
chr20	35177229	35177728	1.279005336
chr20	35177729	35178228	1.939786303
chr20	35206893	35207392	1.146100845
chr20	35207393	35207619	1.274485589
chr20	35219062	35219561	0.86871071
chr20	35219562	35220061	0.976445731
chr20	35233931	35234430	0.91004671
chr20	35234431	35234718	1.092783691
chr20	35235867	35236256	1.092030893
chr20	35236257	35236653	0.943698686
chr20	35237753	35238252	1.071608969
chr20	35238253	35238411	1.043538692
chr20	35240162	35240661	1.030757572
chr20	35240662	35241161	1.116829331
chr20	35241662	35242161	1.199234555
chr20	35242162	35242548	0.956168178
chr20	35242549	35243048	0.990770654
chr20	35243377	35243876	1.006265863
chr20	35243877	35244027	1.386118488
chr20	35260747	35261246	1.014502951
chr20	35261695	35262194	1.150349628
chr20	35262642	35263141	0.969904993
chr20	35269397	35269896	1.273127924
chr20	35269897	35270031	1.631026271
chr20	35281423	35281922	1.045750622
chr20	35281923	35282354	1.089931589
chr20	35284512	35284856	0.975462615
chr20	35284857	35285185	0.782451964
chr20	35288489	35288988	1.002708675
chr20	35293198	35293569	0.996568403
chr20	35293570	35293954	1.012689804
chr20	35294441	35294940	0.875872346
chr20	35294941	35295045	1.406208898
chr20	35299493	35299992	1.091425486
chr20	35308968	35309467	0.910956848
chr20	35310670	35311169	1.000005358
chr20	35312565	35313064	0.98598855
chr20	35315644	35316143	0.997004702
chr20	35316144	35316265	1.053402004
chr20	35316831	35317330	0.929561585
chr20	35317331	35317437	1.117500112
chr20	35335124	35335623	1.103632171
chr20	35349831	35350330	0.986181134
chr20	35380443	35380942	1.138283103
chr20	35380943	35381442	0.985157839
chr20	35381443	35381550	1.398157452
chr20	35382915	35383414	1.208426354
chr20	35383834	35384333	1.091334467
chr20	35384334	35384482	1.497332105
chr20	35386239	35386738	1.095971678
chr20	35386763	35387262	1.103158455
chr20	35390613	35391112	1.024318968
chr20	35394921	35395420	1.192268331
chr20	35396121	35396620	1.086230237
chr20	35399025	35399524	0.991060964
chr20	35399525	35399711	1.130862224
chr20	35399712	35400126	1.020728938
chr20	35422401	35422900	5.156837918
chr20	35422901	35423252	5.691876813
chr20	35425034	35425533	2.894697012
chr20	35431008	35431507	3.284950235
chr20	35432887	35433386	2.522354321
chr20	35434005	35434504	5.180789504
chr20	35436665	35437164	2.526148452
chr20	35438134	35438633	5.476003679
chr20	35440856	35441355	3.89455303
chr20	35443278	35443777	1.903768163
chr20	35443778	35444277	2.483084234
chr20	35444278	35444777	1.166657992
chr20	35445559	35446058	4.485193496
chr20	35457206	35457705	2.047101433
chr20	35467369	35467868	4.861608937
chr20	35504273	35504772	0.705915524
chr20	35506051	35506550	1.211076656
chr20	35507193	35507692	0.927595789
chr20	35508807	35509306	1.099898179
chr20	35509307	35509403	1.493699771
chr20	35515607	35516106	1.034081923
chr20	35517403	35517902	0.937202635
chr20	35520992	35521491	0.972272376
chr20	35521492	35521991	0.849992185
chr20	35525974	35526473	1.144374195
chr20	35526474	35526602	1.010911022
chr20	35526603	35527102	0.99178044
chr20	35532309	35532808	1.149076228
chr20	35533516	35534015	1.043786307
chr20	35539370	35539869	1.082943099
chr20	35539870	35539986	0.959164317
chr20	35540613	35541112	1.174099973
chr20	35544874	35545292	1.026299231
chr20	35545293	35545702	1.190238144
chr20	35547516	35548015	1.063449348
chr20	35548016	35548172	1.322206898
chr20	35555334	35555833	1.074998421
chr20	35558912	35559411	1.089285902
chr20	35563181	35563680	0.982280766
chr20	35563681	35563842	1.094100277
chr20	35569191	35569690	0.977373167
chr20	35574890	35575389	0.98584334
chr20	35579588	35580087	1.150437761
chr20	35580088	35580496	0.768602172
chr20	35626504	35627003	0.943599197
chr20	35627004	35627503	0.976912955
chr20	35631726	35632225	1.004691022
chr20	35632226	35632519	1.00192676
chr20	35635563	35636062	1.178040433
chr20	35636063	35636212	1.082366201
chr20	35646431	35646930	0.774557666
chr20	35648811	35649310	1.076934458
chr20	35650802	35651301	1.065118051
chr20	35651302	35651479	1.831344811
chr20	35660817	35661316	0.990106848
chr20	35661317	35661529	1.068828594
chr20	35663394	35663893	1.009332727
chr20	35663894	35664161	0.805340098
chr20	35668305	35668804	1.086861066
chr20	35672238	35672737	0.810327426
chr20	35672738	35672903	1.661501529
chr20	35675205	35675704	1.058171314
chr20	35675705	35675843	1.178399513
chr20	35683705	35684204	0.914685361
chr20	35684205	35684303	1.456290115
chr20	35684304	35684803	0.995170581
chr20	35689255	35689754	0.985378939
chr20	35689755	35689922	1.307269192
chr20	35690098	35690597	0.91089596
chr20	35690598	35690923	0.855383712
chr20	35693576	35694075	0.835262109
chr20	35694876	35695341	1.038761556
chr20	35695342	35695579	0.96502868
chr20	35695580	35695950	1.010348864
chr20	35696138	35696637	0.842263026
chr20	35696638	35696839	0.957506671
chr20	35717141	35717640	1.082713792
chr20	35717641	35717775	1.587609879
chr20	35723925	35724424	1.356390253
chr20	35730816	35731315	2.513655344
chr20	35736751	35737250	1.460090995
chr20	35738408	35738907	-5.646786383
chr20	35740476	35740975	-1.588621725
chr20	35742142	35742641	-2.028338021
chr20	35743325	35743824	-5.011626968
chr20	35747850	35748349	-6.128882628
chr20	35748656	35749155	1.148019699
chr20	35749162	35749661	-5.107592922
chr20	35751761	35752260	1.878458943
chr20	35756973	35757472	0.741038229
chr20	35757473	35757820	4.941662209
chr20	35765962	35766461	4.72256153
chr20	35769314	35769813	5.42040856
chr20	35771869	35772368	4.512596259
chr20	35775926	35776425	3.414694741
chr20	35783215	35783714	#NUM!
chr20	35787044	35787543	2.125896151
chr20	35788249	35788748	3.182564697
chr20	35796273	35796772	1.621971957
chr20	35800064	35800563	3.373797629
chr20	35802147	35802646	4.258786784
chr20	35807698	35808197	1.384978176
chr20	35812332	35812831	1.000919716
chr20	35812832	35813026	1.421609036
chr20	35826549	35827048	0.976298588
chr20	35827202	35827701	1.097735997
chr20	35827702	35827878	1.161354301
chr20	35828599	35829098	4.646879768
chr20	35832037	35832536	0.947489437
chr20	35832919	35833418	0.94750479
chr20	35833419	35833554	0.867233924
chr20	35835425	35835924	1.010072879
chr20	35835925	35836102	1.367588595
chr20	35838199	35838698	1.158464065
chr20	35838699	35838818	1.213886783
chr20	35841912	35842411	1.042514802
chr20	35852030	35852529	1.121241069
chr20	35853840	35854339	1.063910265
chr20	35854340	35854455	0.534854814
chr20	35856702	35857201	0.957982484
chr20	35857202	35857397	1.725072685
chr20	35858125	35858624	0.962893688
chr20	35860448	35860947	1.045143437
chr20	35860948	35861044	1.502983416
chr20	35862172	35862671	1.102670317
chr20	35864732	35865231	1.023763005
chr20	35865232	35865362	1.224188979
chr20	35866554	35867053	3.167106279
chr20	35869455	35869954	1.169372335
chr20	35879239	35879738	1.096529381
chr20	35879739	35879884	1.217069183
chr20	35882362	35882861	0.97360837
chr20	35882862	35882982	1.086102431
chr20	35884546	35885045	1.030264648
chr20	35885056	35885555	0.827620756
chr20	35929360	35929859	0.939865751
chr20	35929860	35930066	0.901808143
chr20	35944460	35944959	0.786221565
chr20	35944960	35945459	0.55514226
chr20	36014227	36014726	1.059139482
chr20	36014727	36014827	1.021186565
chr20	36022047	36022486	1.257499309
chr20	36022487	36022930	0.980060687
chr20	36024314	36024813	1.114650192
chr20	36025851	36026350	1.190814473
chr20	36028267	36028766	1.065596221
chr20	36028767	36028947	1.123982932
chr20	36029754	36030253	0.964763614
chr20	36030587	36031071	0.759262452
chr20	36031072	36031428	0.736243977
chr20	36031429	36031928	1.236674496
chr20	36147068	36147567	0.905190529
chr20	36147568	36148002	1.421446178
chr20	36149401	36149900	0.86024203
chr20	36149901	36150103	0.996697589
chr20	36150509	36150954	0.695631598
chr20	36150955	36151454	0.998055384
chr20	36310223	36310722	1.229946352
chr20	36322106	36322605	0.728763197
chr20	36322606	36322804	0.776205393
chr20	36361030	36361529	1.063034294
chr20	36361530	36361719	1.095774687
chr20	36365529	36366028	0.945668887
chr20	36374619	36375118	1.052500592
chr20	36375119	36375259	1.725805749
chr20	36385710	36386209	1.041789305
chr20	36393348	36393847	1.05226788
chr20	36396104	36396603	1.048709037
chr20	36405496	36405937	0.9311494
chr20	36405938	36406364	0.986203296
chr20	36407338	36407837	1.053489444
chr20	36407838	36407987	0.972594888
chr20	36431018	36431517	1.005804435
chr20	36431518	36431700	0.616482199
chr20	36468253	36468752	1.157705654
chr20	36470490	36470989	0.98337627
chr20	36470990	36471071	0.815933791
chr20	36488050	36488549	1.125229876
chr20	36488556	36488996	1.09001249
chr20	36500076	36500575	0.907563938
chr20	36559786	36560285	1.101747883
chr20	36560286	36560456	1.630287478
chr20	36561690	36562189	0.923994177
chr20	36572132	36572631	1.22691443
chr20	36611172	36611671	0.973939003
chr20	36611672	36612171	1.060456422
chr20	36624526	36625007	1.030155218
chr20	36625008	36625507	0.940022889
chr20	36627339	36627838	1.147103972
chr20	36627839	36627980	1.075535711
chr20	36630779	36631278	0.984337605
chr20	36631279	36631428	0.80140913
chr20	36634348	36634847	1.021529325
chr20	36634848	36635049	0.994871329
chr20	36639666	36640165	0.990066393
chr20	36640166	36640665	0.936346292
chr20	36640666	36641165	1.006518118
chr20	36641166	36641665	0.909499077
chr20	36641666	36642165	0.914929253
chr20	36642166	36642509	0.845883118
chr20	36662003	36662502	1.184931445
chr20	36662503	36662750	1.26344835
chr20	36668586	36669085	1.033132919
chr20	36669086	36669216	0.7244026
chr20	36676499	36676998	1.020495214
chr20	36676999	36677133	1.113186228
chr20	36685683	36686182	1.018673763
chr20	36686183	36686296	1.439795958
chr20	36687545	36688044	0.906918037
chr20	36688045	36688172	0.823620025
chr20	36694232	36694731	0.819898013
chr20	36694732	36694908	1.355435885
chr20	36717877	36718376	0.952950671
chr20	36718377	36718876	1.222475727
chr20	36758036	36758535	0.79802714
chr20	36758536	36759021	0.982335095
chr20	36759244	36759743	1.114554909
chr20	36759744	36759881	1.606621898
chr20	36760491	36760990	0.918427689
chr20	36760991	36761152	1.428573008
chr20	36766094	36766593	1.013540401
chr20	36766594	36767037	0.938436013
chr20	36767563	36768062	0.871698992
chr20	36768063	36768306	0.964346379
chr20	36769433	36769932	1.252399067
chr20	36770215	36770714	0.971678606
chr20	36770715	36770851	1.147448973
chr20	36774868	36775367	1.053338253
chr20	36775368	36775546	1.174449325
chr20	36776112	36776611	0.785955333
chr20	36776612	36776741	1.279875573
chr20	36779090	36779589	1.151541434
chr20	36779590	36779709	1.083703099
chr20	36783998	36784497	1.012327748
chr20	36784498	36784741	1.103899406
chr20	36789571	36790070	1.082541133
chr20	36790071	36790251	1.167630525
chr20	36793340	36793839	0.836944099
chr20	36841154	36841653	1.030756295
chr20	36841654	36842153	1.0489329
chr20	36845404	36845903	1.138723401
chr20	36845904	36846126	0.872057541
chr20	36846395	36846894	0.88925077
chr20	36847781	36848280	1.07420424
chr20	36848281	36848420	1.973652027
chr20	36850600	36851099	0.813128406
chr20	36851100	36851249	2.203409475
chr20	36851689	36852188	1.119795177
chr20	36853816	36854315	0.904206959
chr20	36855305	36855804	1.01700508
chr20	36856298	36856797	1.106671508
chr20	36859353	36859852	0.75966562
chr20	36867679	36868178	0.795295674
chr20	36868179	36868377	0.841149488
chr20	36868733	36869232	0.862071379
chr20	36869233	36869732	0.860539831
chr20	36869733	36870232	0.97336915
chr20	36870233	36870581	0.98782617
chr20	36874080	36874579	1.135637238
chr20	36874580	36874778	0.794755358
chr20	36888326	36888825	1.552012793
chr20	36888829	36889328	1.028905998
chr20	36932301	36932800	1.169798415
chr20	36932801	36933005	1.361416415
chr20	36935718	36936217	1.203119025
chr20	36936218	36936333	1.107282246
chr20	36937081	36937580	1.023282724
chr20	36937581	36937710	1.270683209
chr20	36938642	36939141	1.19913116
chr20	36939142	36939304	1.301531622
chr20	36940025	36940524	1.052834502
chr20	36946564	36947063	0.769670151
chr20	36948334	36948833	0.907870211
chr20	36948834	36948926	0.893405208
chr20	36952021	36952520	1.044645671
chr20	36952521	36952698	1.165285094
chr20	36952925	36953424	0.746959084
chr20	36954416	36954915	0.835734731
chr20	36954916	36955084	0.716321666
chr20	36955739	36956238	1.127904853
chr20	36959199	36959698	1.067625118
chr20	36962581	36963080	0.953852499
chr20	36963749	36964248	1.044687822
chr20	36965297	36965796	0.896448288
chr20	36974634	36975133	0.942650902
chr20	36975134	36975293	1.166472075
chr20	36977700	36978199	1.043376494
chr20	36978963	36979462	0.980563283
chr20	36982433	36982932	1.02133966
chr20	36982933	36983089	1.465352906
chr20	36983495	36983994	0.867940673
chr20	36989107	36989606	1.014033671
chr20	36992378	36992877	1.1577517
chr20	36992878	36992970	1.287166264
chr20	36992979	36993478	0.960885605
chr20	36993479	36993656	0.633084316
chr20	36995162	36995661	0.965430658
chr20	36997388	36997887	1.063427883
chr20	36997888	36998056	0.847148937
chr20	36999131	36999630	0.883134947
chr20	36999631	36999686	1.206751577
chr20	36999687	37000186	0.728005515
chr20	37001465	37001964	0.974050429
chr20	37002330	37002829	1.046160192
chr20	37005016	37005515	1.055088112
chr20	37005516	37005905	1.412648555
chr20	37116795	37117294	1.081873407
chr20	37117295	37117511	0.926930381
chr20	37121322	37121821	0.93670992
chr20	37121822	37122025	0.870156902
chr20	37125745	37126244	0.870027626
chr20	37126245	37126409	0.773355346
chr20	37127839	37128338	1.056568057
chr20	37128339	37128526	1.02991625
chr20	37137469	37137968	0.952650797
chr20	37137969	37138101	1.062972299
chr20	37144584	37145083	0.977997375
chr20	37145084	37145109	1.616413835
chr20	37145110	37145525	1.262307934
chr20	37145898	37146361	0.812756937
chr20	37146362	37146861	0.945934118
chr20	37149889	37150388	1.103964356
chr20	37150389	37150591	1.016770996
chr20	37153170	37153669	0.925417092
chr20	37153670	37153817	0.642443326
chr20	37153818	37154317	1.032837429
chr20	37154318	37154349	1.784726272
chr20	37154350	37154849	0.719678077
chr20	37159559	37160058	0.988941961
chr20	37161122	37161621	1.092436588
chr20	37163466	37163965	0.939675905
chr20	37163966	37164100	1.715855478
chr20	37168168	37168667	0.892761218
chr20	37168668	37168851	1.214164946
chr20	37169433	37169932	1.010123734
chr20	37169933	37170085	1.637842812
chr20	37174635	37175134	1.041316362
chr20	37175135	37175323	1.207189911
chr20	37177081	37177580	1.102252302
chr20	37179463	37179962	1.021780467
chr20	37179963	37180116	1.229585996
chr20	37182259	37182758	0.894736942
chr20	37182759	37182969	1.329192698
chr20	37186687	37187186	1.099613627
chr20	37187187	37187346	1.258463944
chr20	37190924	37191423	0.979890582
chr20	37191424	37191590	1.064786745
chr20	37193748	37194247	0.977854804
chr20	37194248	37194371	0.942766355
chr20	37195488	37195987	0.830762252
chr20	37195988	37196125	0.977313794
chr20	37198280	37198779	1.029459096
chr20	37199161	37199660	1.041997177
chr20	37202542	37203041	0.84345459
chr20	37203042	37203178	0.503046632
chr20	37203179	37203678	0.95647771
chr20	37203679	37204178	1.529329713
chr20	37209589	37210088	4.760272421
chr20	37214421	37214920	5.214233336
chr20	37216493	37216992	1.054263009
chr20	37257319	37257818	2.133355857
chr20	37270118	37270617	0.933913025
chr20	37352878	37353377	1.185964963
chr20	37353378	37353877	1.006991103
chr20	37355844	37356343	1.034786997
chr20	37356344	37356843	1.008438804
chr20	37356844	37357343	1.424097286
chr20	37376852	37377351	0.669825762
chr20	37377352	37377746	0.857124992
chr20	37378402	37378901	0.948938735
chr20	37378902	37379132	0.881951984
chr20	37380523	37381022	0.875316552
chr20	37381023	37381193	1.432232504
chr20	37383349	37383848	0.79149586
chr20	37383849	37384067	1.484046663
chr20	37384249	37384748	0.958009533
chr20	37384749	37384932	1.268601413
chr20	37393794	37394293	0.995332697
chr20	37394294	37394411	1.216226912
chr20	37394630	37395129	0.934150686
chr20	37395130	37395270	0.903577435
chr20	37395856	37396355	0.894860889
chr20	37396356	37396489	1.392161423
chr20	37399951	37400450	0.996534169
chr20	37400451	37400950	1.391705685
chr20	37464217	37464716	0.851865236
chr20	37464717	37465068	1.103842
chr20	37517987	37518486	0.964028621
chr20	37523957	37524456	1.024814071
chr20	37528973	37529472	1.02636206
chr20	37531060	37531559	1.062926577
chr20	37534361	37534860	0.935720666
chr20	37535371	37535870	1.055042261
chr20	37536198	37536624	1.094700701
chr20	37536625	37537086	1.188544694
chr20	37546549	37547048	1.082601278
chr20	37547049	37547548	1.07744943
chr20	37554809	37555308	5.504052414
chr20	37570351	37570850	3.211278813
chr20	37576268	37576767	6.508103771
chr20	37579931	37580430	1.425469808
chr20	37580431	37580930	1.732796814
chr20	37580931	37581430	3.996358731
chr20	37590736	37591235	0.175971297
chr20	37597473	37597972	0.92466677
chr20	37597973	37598107	0.732042491
chr20	37600951	37601450	0.89774731
chr20	37612091	37612590	1.098493994
chr20	37617185	37617684	1.177938481
chr20	37619846	37620345	0.966098034
chr20	37620346	37620408	1.384894576
chr20	37620748	37621247	1.001153448
chr20	37623213	37623712	0.961042019
chr20	37630122	37630621	1.008387345
chr20	37630622	37630735	1.254056478
chr20	37631164	37631663	1.139135019
chr20	37631664	37631761	1.400970552
chr20	37632141	37632640	1.040547185
chr20	37632641	37632800	1.540377622
chr20	37634538	37635037	0.988605537
chr20	37635038	37635249	0.975495143
chr20	37638672	37639171	1.098934841
chr20	37639172	37639297	1.234893956
chr20	37643272	37643771	0.862883615
chr20	37643772	37643827	1.269332932
chr20	37647196	37647695	1.163846068
chr20	37650233	37650732	1.070918074
chr20	37652082	37652581	0.971603355
chr20	37653622	37654121	0.840790411
chr20	37654122	37654252	1.789131905
chr20	37656810	37657309	1.062481551
chr20	37659096	37659595	1.21955102
chr20	37662598	37663097	1.117104956
chr20	37666891	37667390	0.904544629
chr20	39316237	39316736	1.254609519
chr20	39316737	39317236	1.159209886
chr20	39317237	39317736	1.268491033
chr20	39657711	39657905	-0.694484851
chr20	39657906	39658345	-0.675367392
chr20	39689783	39690282	0.892156534
chr20	39704560	39705059	1.00440662
chr20	39705060	39705184	1.148665548
chr20	39705971	39706470	1.052236687
chr20	39708474	39708973	1.009267679
chr20	39709554	39710053	0.99127843
chr20	39712851	39713350	0.882670648
chr20	39720861	39721360	0.954643235
chr20	39721361	39721477	1.075132588
chr20	39725609	39726108	0.832719539
chr20	39726383	39726882	0.987348324
chr20	39726883	39727382	0.996798058
chr20	39728445	39728944	0.946480807
chr20	39728945	39729090	1.148755508
chr20	39729091	39729590	1.243001357
chr20	39729622	39730121	1.021311721
chr20	39741171	39741670	0.808775744
chr20	39741671	39741815	1.045407234
chr20	39742359	39742858	0.908366026
chr20	39742859	39743045	0.640603982
chr20	39743760	39744259	0.884025853
chr20	39744667	39745166	0.992222572
chr20	39746558	39747057	0.949031785
chr20	39747058	39747186	1.395827187
chr20	39750085	39750537	0.841584973
chr20	39750538	39751037	0.89244704
chr20	39751584	39752083	1.140782624
chr20	39752084	39752583	0.379141898
chr20	39787995	39788453	1.117150386
chr20	39788454	39788674	1.09367615
chr20	39788675	39789043	1.161629879
chr20	39790841	39791228	0.954228221
chr20	39791229	39791481	0.932858629
chr20	39791482	39791737	0.545847126
chr20	39791738	39791966	1.110037195
chr20	39791967	39792236	1.064868134
chr20	39792237	39792516	1.077674039
chr20	39792517	39792683	1.065084435
chr20	39792684	39793091	1.231154297
chr20	39793322	39793812	1.180199753
chr20	39793813	39794048	0.917499196
chr20	39794049	39794234	0.813613316
chr20	39794235	39794649	1.143304512
chr20	39794650	39795074	1.200963899
chr20	39795075	39795276	1.207801938
chr20	39795277	39795749	1.111693743
chr20	39796241	39796740	1.171137242
chr20	39797156	39797586	0.852739006
chr20	39797587	39797955	0.886635594
chr20	39797956	39798416	1.051057456
chr20	39798501	39799000	1.121235307
chr20	39799001	39799159	1.183094179
chr20	39800582	39800994	0.946459236
chr20	39800995	39801326	0.919191882
chr20	39801327	39801767	1.015947197
chr20	39801809	39802232	0.98115497
chr20	39802233	39802507	1.086876599
chr20	39802508	39802707	1.099685494
chr20	39802708	39803028	0.931079356
chr20	39803029	39803528	0.916415914
chr20	39813344	39813843	0.999812506
chr20	39813844	39814091	1.293775602
chr20	39830446	39830945	1.073661315
chr20	39830946	39831445	0.988868526
chr20	39831446	39831945	0.925388148
chr20	39831946	39832445	1.08037986
chr20	39832446	39832945	0.965455965
chr20	39832946	39833445	0.924229728
chr20	39833446	39833945	0.968807942
chr20	39974185	39974684	1.015507981
chr20	39974685	39974885	1.407010367
chr20	39975941	39976440	1.013360152
chr20	39977008	39977507	0.940593957
chr20	39977508	39977627	0.821681593
chr20	39977628	39978062	1.044001035
chr20	39978163	39978614	0.97309939
chr20	39978615	39979114	1.288057282
chr20	39980210	39980629	1.008632321
chr20	39980630	39981052	0.812333182
chr20	39981053	39981388	1.13935525
chr20	39981389	39981757	1.054833523
chr20	39983034	39983418	0.991270655
chr20	39983419	39983753	1.008865357
chr20	39984285	39984784	0.983042506
chr20	39984785	39984924	0.88326724
chr20	39985429	39985914	1.094272311
chr20	39985915	39986304	1.02317021
chr20	39986305	39986775	1.128354308
chr20	39986776	39987034	0.824908183
chr20	39987035	39987271	0.828555573
chr20	39987272	39987771	1.240854042
chr20	39989272	39989771	1.385108511
chr20	39989772	39990271	1.079002589
chr20	39990272	39990771	0.804934859
chr20	39990772	39991271	0.869023074
chr20	39991272	39991771	1.084585561
chr20	39992027	39992526	0.864458585
chr20	39992527	39992751	0.987310926
chr20	39993424	39993923	1.255223914
chr20	40032472	40032971	0.734839215
chr20	40032972	40033471	1.01565139
chr20	40033472	40033971	0.871766674
chr20	40033972	40034379	0.650118398
chr20	40040533	40041032	0.994304176
chr20	40041033	40041153	0.308677534
chr20	40041713	40042212	1.15034493
chr20	40042213	40042405	0.913336281
chr20	40043575	40044074	0.866347152
chr20	40044075	40044528	0.70292233
chr20	40044977	40045476	1.011111945
chr20	40045477	40045635	1.116639001
chr20	40045636	40046135	0.86004178
chr20	40048897	40049396	0.961186564
chr20	40049397	40049896	0.923789544
chr20	40049897	40050396	0.884991285
chr20	40050397	40050896	0.943877842
chr20	40051881	40052380	0.854335362
chr20	40052381	40052590	1.127815924
chr20	40053567	40054066	0.913652154
chr20	40054067	40054284	1.09149821
chr20	40054482	40054981	0.943264973
chr20	40065663	40066162	0.983702786
chr20	40068389	40068888	0.89355403
chr20	40068889	40069019	0.970130948
chr20	40074054	40074553	1.013142759
chr20	40076271	40076770	0.971629714
chr20	40079335	40079834	0.965644666
chr20	40079835	40079995	1.034841709
chr20	40080215	40080714	0.830970563
chr20	40080715	40080915	1.50857607
chr20	40081129	40081628	1.122875067
chr20	40081629	40081832	1.110688699
chr20	40083015	40083514	0.98115155
chr20	40083515	40083626	1.229120868
chr20	40084189	40084688	1.041674917
chr20	40084689	40084869	1.630683173
chr20	40085653	40086152	0.967071892
chr20	40086153	40086318	1.277166474
chr20	40101711	40102210	1.125359028
chr20	40102211	40102407	1.178550731
chr20	40111698	40112197	0.849219928
chr20	40112198	40112409	1.057423477
chr20	40112741	40113240	0.938547738
chr20	40113241	40113497	1.018280077
chr20	40116054	40116553	0.927053218
chr20	40116554	40116698	0.706173649
chr20	40116817	40117316	0.893387162
chr20	40117317	40117494	1.138744682
chr20	40118167	40118666	1.038200686
chr20	40118667	40118911	0.976392469
chr20	40120087	40120586	0.906389389
chr20	40120587	40120709	1.379497471
chr20	40121927	40122404	0.834157049
chr20	40122405	40122834	1.055007204
chr20	40125773	40126272	1.036135791
chr20	40126273	40126391	0.844032673
chr20	40126557	40127056	0.851324715
chr20	40127684	40128183	1.082148194
chr20	40141734	40141884	1.063077481
chr20	40143193	40143692	1.038565959
chr20	40143693	40143841	1.408796122
chr20	40161438	40161937	0.781034375
chr20	40161938	40162437	0.807627989
chr20	40179693	40180192	0.766407018
chr20	40709145	40709644	1.364729421
chr20	40710271	40710770	3.466642303
chr20	40713071	40713570	4.225983247
chr20	40714117	40714616	3.405133515
chr20	40726810	40727309	0.508097252
chr20	40730513	40731012	1.042889267
chr20	40732958	40733457	-4.598136925
chr20	40735175	40735674	1.517458198
chr20	40738722	40739221	3.296340181
chr20	40743588	40744087	2.561232102
chr20	40746792	40747291	2.470726704
chr20	40748324	40748823	5.41228281
chr20	40757143	40757642	2.281081246
chr20	40770304	40770803	2.691489248
chr20	40789741	40790240	0.595061556
chr20	40827629	40828128	3.037503421
chr20	40864618	40865117	-1.842900587
chr20	40877076	40877575	1.995956678
chr20	40910878	40911377	-5.559783149
chr20	40944112	40944611	-6.401902464
chr20	40944612	40944886	1.684996721
chr20	40979017	40979516	2.232136617
chr20	40980473	40980972	4.044759864
chr20	41076609	41077108	-4.963439989
chr20	41100655	41101154	1.917912159
chr20	41101155	41101452	2.986691353
chr20	41306255	41306754	-7.050579985
chr20	41384851	41385350	2.318048055
chr20	41399824	41400323	1.959690476
chr20	41408607	41409106	3.493009751
chr20	41419584	41420083	3.254197145
chr20	41514196	41514695	7.105470514
chr20	42086285	42086784	1.021351294
chr20	42086785	42086890	2.334512296
chr20	42086891	42087390	1.874258551
chr20	42087542	42088041	1.65414104
chr20	42088042	42088235	1.170905658
chr20	42088236	42088603	1.065560805
chr20	42088604	42089017	1.21062142
chr20	42089018	42089290	1.167034471
chr20	42089291	42089790	1.062455743
chr20	42089791	42090290	1.458434403
chr20	42142891	42143390	1.280006616
chr20	42143391	42143532	1.014062571
chr20	42143533	42143865	1.138251057
chr20	42143866	42144305	1.262452659
chr20	42144482	42144981	1.044194583
chr20	42157046	42157545	0.980335811
chr20	42157653	42158152	1.084094706
chr20	42158673	42159172	1.197519155
chr20	42159173	42159248	1.007487969
chr20	42159249	42159748	0.919385957
chr20	42161162	42161661	0.949827051
chr20	42161662	42161772	1.090054073
chr20	42161773	42162272	0.913541931
chr20	42162397	42162828	0.906256195
chr20	42162829	42163250	1.432551686
chr20	42163251	42163750	0.94968643
chr20	42164226	42164656	1.291670741
chr20	42164657	42164991	1.220204979
chr20	42164992	42165348	1.130494913
chr20	42168540	42169039	1.065687771
chr20	42169040	42169170	0.745530354
chr20	42169171	42169514	1.008468676
chr20	42169515	42170014	0.848667811
chr20	42193504	42194003	2.231093985
chr20	42194486	42194985	0.978854485
chr20	42194986	42195421	1.004655495
